Delta;Theta;Alpha_low;Alpha_high;Beta_low;Beta_high;Gamma_low;Gamma_high;Attention;Meditation;BlinkStrength;Flag
925656;162435;80228;44686;21396;10915;7759;4549;24;57;-1;1
229452;34357;5043;6208;4452;3200;1692;1039;42;57;8;1
269415;70551;11953;14411;10829;13827;6056;3865;52;59;29;1
564526;42521;4960;5247;4575;4553;1505;876;32;14;7;0
847776;40453;31749;20985;8653;7058;2647;1646;39;86;8;1
281455;61452;21183;12018;8490;6327;4750;1466;47;62;-1;1
36196;13321;5082;13653;2423;3337;2551;1197;60;84;-1;0
663346;104631;12272;11124;11575;6974;7418;2122;31;49;41;1
199835;48865;7355;16152;13709;6230;3227;1346;37;46;-1;0
59894;21909;9812;6411;7877;5936;2065;2025;47;69;-1;0
1206960;182080;92080;23851;102235;53034;44142;7997;58;62;31;1
71357;24609;6213;6568;5546;4754;2844;1670;52;29;8;0
217757;21710;7891;6707;4630;7103;7953;3132;59;60;-1;1
233530;43819;9196;6192;10014;7850;6442;3368;72;55;22;0
1395655;154367;35662;36187;38630;41214;7629;3332;53;51;26;1
1147674;102250;63901;36705;23719;11052;4646;2584;38;74;-1;1
350346;136281;30776;36031;19597;10890;8336;2766;48;72;15;1
70691;27088;3513;2447;1668;2620;1679;1042;51;57;27;1
39338;29045;7027;8088;9904;8075;6435;2465;79;62;-1;0
198071;73216;20261;11261;12565;12453;17319;5109;66;60;-1;0
392580;74287;14208;6759;8529;8983;5432;3602;43;66;9;1
14421;18406;5338;4578;4186;7061;2465;1774;84;60;-1;0
163365;18701;7184;7114;8124;4025;3085;1895;48;63;20;0
1016928;316534;24305;48252;55433;34467;39965;23058;53;59;30;1
30122;21803;2160;8178;4377;4167;1463;774;46;43;14;1
201257;15326;2058;3218;2902;1962;1878;557;56;67;-1;1
88570;37536;10335;9083;9030;9175;9622;4265;77;58;24;0
118190;26879;6103;5791;8715;4782;4468;2014;86;57;-1;0
165788;28423;8575;6451;6859;5069;5671;2697;53;68;-1;0
63658;14118;6502;8386;4390;5682;2863;1223;57;70;6;0
40058;14846;5626;4708;4866;4846;4478;1944;86;55;-1;0
184015;19824;6729;8523;8308;7565;4696;3135;60;72;-1;0
531533;77858;26600;47252;22691;18904;13422;8428;70;90;-1;1
144739;58215;15603;11597;11405;5303;3293;2425;25;60;8;0
73801;21728;14263;9086;9627;4753;2230;2224;50;57;-1;0
867930;174896;46608;38948;15704;22119;10756;4586;41;67;27;1
104960;22484;6669;9742;7553;4438;3161;1879;50;70;10;1
276708;36566;9393;17223;8244;7551;4007;1544;53;75;-1;0
56474;52359;10099;6525;5656;6760;2295;1529;64;41;-1;1
1087021;389920;93401;76041;64215;42729;35321;27786;7;6;7;1
264639;69069;32947;5838;2592;3100;4327;1480;26;91;-1;1
553279;65365;15305;16023;10844;5707;3896;1573;33;77;10;1
30833;16859;6237;6370;3200;2089;987;807;45;76;-1;0
203936;49736;27796;15033;6889;4826;3414;2405;36;56;-1;0
224755;28687;9466;5060;2943;1760;885;550;40;71;56;1
51328;31021;5748;5778;6929;5162;3444;1649;42;19;-1;1
188036;38370;8308;5835;9883;14098;9005;4008;72;28;14;0
359724;45621;27964;6938;6761;6329;6821;2180;41;74;12;0
20028;16799;6962;8940;5714;4119;1966;1390;57;77;6;1
49361;34168;3849;2619;2427;3365;1824;918;34;33;26;1
118608;45154;5251;11118;8457;5537;1526;1257;64;53;21;1
1017475;334190;35017;57606;40377;18672;11276;13158;21;62;8;1
486208;67116;33060;39212;15847;5836;5445;3116;34;73;19;1
30513;24881;7718;9449;9784;4991;4432;3108;48;46;-1;0
733776;120206;21453;40247;17344;19327;12782;8815;45;67;6;1
97174;43185;9868;6559;5215;2726;3311;1345;38;49;22;0
1163293;149777;54580;24151;25013;28271;5734;2927;49;55;73;1
70392;30597;7844;5394;11279;5802;2465;1476;60;59;-1;0
410801;52309;8575;10293;5939;6518;3651;1557;45;58;37;1
50984;47210;8302;13284;6155;8551;9244;2992;83;67;19;1
106346;25096;8342;7438;5887;9365;14387;5931;56;69;-1;0
232903;61116;27090;18265;13038;9972;12886;3528;56;62;24;1
233635;52003;7982;8545;7158;9474;7030;2957;67;54;-1;0
228053;51612;20550;9602;14966;5293;4610;1534;61;50;8;1
141457;31139;6267;3785;4460;2403;1515;942;64;67;7;0
201718;37517;5100;12110;9600;6024;6344;3020;61;60;7;0
208441;38075;8110;6331;5318;8648;4244;1987;73;67;20;1
131134;58097;7298;18993;5766;5143;5418;1742;73;52;12;1
140021;46885;14356;13083;10213;9366;6893;2748;78;66;31;0
270471;52623;9187;10056;5610;7540;5097;2151;47;61;-1;1
1182180;108674;39693;11636;45988;13509;2151;1246;42;62;7;1
124818;20379;11420;12243;7644;8225;3293;1353;63;67;8;1
471599;104413;6537;14236;19502;13744;12368;2324;49;20;15;1
512961;164874;22237;16691;20630;17746;6761;2193;41;55;33;1
361653;34891;12096;8076;11993;7590;7686;4834;46;63;-1;1
530860;112945;15754;12197;10089;6266;3920;2352;29;64;48;1
61711;14340;9849;4016;4911;2925;901;444;67;70;11;0
150295;40077;21585;13963;7980;10024;5020;2461;60;69;10;1
369876;44873;13338;10372;14074;6661;6651;4240;42;62;-1;1
128239;37853;7797;5342;8919;5971;3998;1689;77;58;-1;0
24810;24317;4183;7728;4732;4035;4222;1002;56;40;-1;1
144616;41492;13492;10227;12565;8704;18278;9892;57;68;-1;0
648366;64450;12661;18376;7212;7221;4335;2424;67;52;24;0
529360;134931;26855;32883;24963;8722;4576;1682;37;55;17;1
376781;87420;13216;11011;11044;13151;12348;6322;54;44;22;1
28300;23756;7267;8888;7900;5062;2327;1482;69;54;22;0
59549;18090;5066;5076;5526;5271;2952;1396;35;57;12;0
288040;24683;4225;7710;14555;6976;3330;2506;51;44;18;0
525679;82395;12406;15103;12570;4659;7757;3526;41;65;19;1
574113;109755;12338;9051;9481;11485;7378;3206;35;38;15;0
37245;32354;9080;14407;12360;9065;7738;2766;41;61;-1;0
1026797;114928;61369;19861;9908;8309;18697;5154;32;70;8;1
15478;30588;11344;8457;12820;6062;2906;2049;63;44;8;1
454128;42997;7456;5106;8970;4844;4043;1161;55;61;10;1
30445;12929;5603;8516;5077;4085;1532;701;56;79;11;1
468031;82656;18301;29013;11686;9442;8449;6360;35;64;9;1
157295;17793;8792;5368;6628;3195;1952;1503;42;71;10;0
1133079;626572;50819;85133;43779;25532;30856;17475;19;50;5;1
71567;14927;6874;6421;3586;3018;1551;806;49;67;21;1
957351;238520;68574;12782;44538;16058;10096;3038;40;59;63;1
128604;43967;11192;9541;13874;10934;9643;4728;75;49;-1;0
42135;30420;10337;6236;6351;7728;5770;2113;77;73;-1;0
228229;20860;9720;4121;5516;8268;4945;2264;66;70;-1;1
384672;113538;10673;7475;6181;8312;4213;1583;15;30;-1;0
486788;423550;72868;61037;29371;40737;34957;13890;36;48;20;1
1019558;77433;22670;40370;22616;14477;6961;3249;35;49;34;1
946971;203581;17202;23555;15512;10511;3574;2347;14;37;50;1
716447;290938;31400;20503;30088;21047;10484;7273;43;42;28;1
122907;17473;4861;7111;6863;4838;2936;1202;47;73;12;0
99144;30249;8727;9207;6328;6979;6628;2173;61;63;13;0
60231;32625;5987;4048;7345;6413;5208;2658;79;51;-1;0
72581;62714;9194;9331;11387;4121;3491;2172;39;56;24;0
720638;87705;87686;120889;167029;172153;16859;4258;30;54;-1;1
149925;44267;6928;4611;3802;4855;5791;2215;51;39;12;0
87999;24167;7641;8317;7718;7509;8116;2613;88;59;-1;0
44967;18442;4473;2410;2396;3867;2105;1071;76;36;-1;1
38572;31838;6773;6232;6820;3437;3296;2885;44;59;20;1
81036;38315;8815;6629;6035;7272;4429;1567;55;57;-1;1
132320;30498;12267;12357;6090;5140;3083;1806;43;83;9;0
527329;94222;15991;10171;14110;29074;13558;8206;16;8;-1;0
132532;39806;5197;5640;4207;9146;11591;3907;68;37;19;0
115868;18447;4868;8247;6868;4501;2988;1126;48;75;12;0
485308;122362;29628;25181;18959;8351;5597;2691;25;56;20;0
315198;40123;17516;8219;7691;5456;4372;1891;51;68;21;1
42261;12856;6044;6217;6586;5360;2440;2971;56;63;8;0
253122;86636;13850;12792;8609;6631;7102;5307;46;55;29;0
106433;19050;11005;10646;11639;4700;5618;1824;48;74;7;1
281588;64213;17609;16669;4873;8297;4728;2842;59;68;19;1
882353;55949;28457;15012;13981;6914;3503;2853;54;55;-1;0
170087;111886;13372;13090;11002;17975;8957;2178;71;60;-1;1
153033;43510;10044;12199;14151;5983;2785;1689;53;46;7;1
313620;33947;14100;9859;11077;6052;6454;1437;62;68;-1;1
17353;12394;2541;3721;3864;3323;1609;799;53;63;-1;1
533102;58000;14724;14086;7919;7763;7042;1543;41;68;-1;1
83212;49270;8905;8634;3603;5551;2072;1146;54;45;38;1
698704;20439;14923;2876;5451;1852;836;262;9;41;36;1
187536;97854;8957;7993;5233;6399;5441;3021;45;52;-1;1
87994;25735;7422;5106;6870;5504;1593;637;69;40;18;1
158442;102229;8817;8494;9023;18079;7081;1810;73;63;-1;1
156417;34593;5350;6301;2694;5516;2017;1763;78;58;25;0
324864;28254;6874;5861;6331;1858;1170;786;38;67;30;0
636163;163831;15563;20795;14231;21398;16297;4030;76;77;-1;0
786763;57226;14023;10541;10835;6035;2877;1865;33;64;20;1
307472;41619;8132;4820;15155;9428;10509;4873;79;45;-1;0
431242;82168;9625;14752;19217;5871;4795;3845;31;41;7;1
238543;93816;12558;12691;5178;6131;1842;1037;46;64;31;0
40254;20758;5586;6168;3676;2811;1998;876;44;55;-1;0
279648;98800;10018;8210;7544;5486;4006;1815;40;29;47;1
56055;28203;9338;8258;6014;5344;3063;1349;61;69;7;1
93935;21536;6556;5610;4831;7728;6969;3650;47;51;8;0
196980;39422;11346;9113;11756;7056;7888;3382;47;51;-1;0
82674;30409;15458;12008;9144;6570;4598;3182;62;77;10;1
24307;8867;4929;3673;3046;3894;2414;900;78;70;-1;1
132836;18857;3325;5779;6068;3837;2426;1148;51;67;-1;0
145809;64612;9854;14642;9887;5782;4050;2401;56;47;18;1
64339;26755;6773;4375;3425;2277;1637;914;43;52;28;1
87720;32968;10745;17515;13747;8008;5546;3426;63;52;-1;1
161117;38649;10064;8353;7093;4652;3737;3717;60;74;29;1
109194;62485;21907;8712;15531;8472;5253;3298;49;70;7;1
41426;16821;5168;4717;4488;2064;2549;541;23;47;7;0
119757;27190;9549;11570;4395;4075;1817;1394;44;87;20;1
495894;89651;18403;10540;9003;5053;8570;3326;46;55;-1;1
614313;86435;19146;15404;8264;9405;3565;1465;46;57;50;1
576735;77499;9978;11018;21900;7450;6509;6063;34;31;-1;1
428661;113220;16859;12879;11178;10252;12316;6373;59;45;-1;0
14165;11636;3980;6246;3731;7699;2267;1267;87;65;-1;0
202876;103207;30409;9618;7602;11900;14694;6393;56;44;21;1
25658;23088;9668;6679;7373;4500;3637;1159;61;79;-1;0
134438;30897;5157;5701;6430;6307;6419;1903;73;33;16;0
123803;37144;6366;10219;6777;6143;5325;2908;41;46;17;0
450552;73400;16090;15353;8774;14850;9442;2112;74;61;-1;0
82501;32032;14501;19317;8829;7469;2373;1465;66;71;-1;1
213193;22317;16434;12052;13552;5866;4711;3015;59;90;11;0
48867;35318;14868;4586;9709;6813;1795;1291;62;56;8;1
144810;58379;17851;15929;8517;7747;7676;2496;54;72;-1;1
315597;91230;30204;13141;11371;13349;6941;3528;50;66;35;0
50806;37790;8044;6686;13359;10144;10138;5244;90;59;30;0
94682;63057;13479;8736;10437;8568;4411;3655;51;56;-1;1
155257;25485;6911;4102;3165;2550;2372;876;48;36;25;1
96060;31598;12033;9327;7632;9942;7155;6098;58;65;-1;0
197232;41620;12564;13036;6281;8578;4434;1404;64;54;7;0
18804;14172;2317;6406;5636;5286;3534;2137;82;69;-1;0
189562;52770;27584;14641;8089;4487;3624;2410;41;54;-1;0
9990;7290;4141;4089;1465;1244;916;408;36;71;-1;0
110415;94554;18915;10787;12762;6705;3780;1845;44;63;-1;0
338142;41204;6673;7140;5122;6270;8942;2725;48;33;-1;0
103603;27772;10512;3951;2164;2840;1113;1154;69;82;28;0
429836;144932;33216;9466;8104;10660;7759;2062;60;65;33;1
240605;35504;5078;7018;6628;4505;3019;1311;28;42;6;1
505106;38962;8943;9551;10683;10926;5843;5604;43;44;14;1
260590;24482;9517;14193;11589;6873;9225;4079;73;66;-1;1
189772;11189;8290;3815;1892;2894;2236;820;32;90;-1;1
375669;110573;16137;12656;9603;6474;10193;4205;32;55;15;1
292453;61589;9032;9146;6096;7551;5713;3352;54;44;-1;0
70201;48001;7289;5975;6812;4056;5648;1383;53;29;9;1
28432;21409;2230;7041;6127;5019;2508;1405;53;42;6;1
333207;27472;6682;12465;4993;5015;3742;1813;52;68;-1;1
169083;35296;14069;15732;6039;7514;4788;3103;59;66;14;0
320173;129862;15396;14597;12738;10086;4993;2367;50;47;35;1
15604;18355;9820;4615;6009;4064;1882;1437;68;59;10;1
54253;22155;7764;8529;5065;2768;2875;1621;45;68;-1;1
119493;21202;20829;23262;18300;7023;6386;2213;52;97;42;1
31748;20896;7692;7485;6121;8100;9446;3073;51;51;-1;0
96225;47144;10073;5729;5692;3516;4869;887;39;46;27;1
290098;41370;13564;6221;6946;3724;3628;1887;15;31;30;0
138085;52972;7471;3540;6523;3452;2705;2219;48;60;-1;1
560197;55768;13195;14461;10751;8373;5120;2406;58;78;-1;1
29425;21291;10928;4560;4667;6719;2340;1305;58;63;-1;1
329347;222424;28628;44315;13329;14584;9731;4840;44;58;15;1
903190;34624;30307;18265;9003;10262;4511;2644;59;85;8;1
501190;104655;27027;11302;24234;13956;5369;4187;30;29;5;1
52296;17933;3999;10479;8264;5370;1611;646;58;59;15;1
675146;160354;37143;29077;16976;13758;8438;9363;35;72;18;1
147090;34510;9821;8901;6265;13238;8164;3386;85;47;16;0
53175;14906;6009;5670;7510;3903;1094;659;37;56;-1;1
1682908;119498;66429;20824;16120;23789;13759;2883;54;58;37;1
106344;13696;5041;5124;3420;5163;4981;1448;92;57;-1;0
129262;23553;22538;19261;13291;5487;5640;2203;56;95;9;1
921071;237937;31267;16454;13664;9831;8233;5710;29;55;32;1
15740;17814;4442;8074;5212;2659;1299;553;46;59;-1;0
213109;30819;7153;11269;13097;9488;7879;5080;68;56;-1;1
86419;36326;9920;9410;9215;10172;10123;4501;85;58;24;0
242775;49987;7341;14739;12402;6238;4059;2109;43;71;26;0
570579;92042;9554;9877;3784;6096;1818;1335;49;37;37;1
543497;80087;14347;10636;14842;8511;7523;3090;28;51;8;1
171469;83121;12824;8898;6776;5731;3458;1031;36;25;-1;0
728026;170681;14263;12490;6755;9500;4759;3116;41;31;28;1
224557;27443;6457;18400;13051;7813;6332;1942;54;60;-1;1
179792;29313;9440;8923;5586;4268;2510;882;50;53;40;1
70815;27460;5771;15216;5687;5360;4902;2982;62;76;-1;1
116462;21327;5217;5561;3672;4054;4001;2109;74;69;37;1
199078;25338;14296;13762;8530;9052;3886;2951;66;72;6;1
149753;98587;13665;18050;18920;13951;6232;2679;61;53;18;0
32911;10238;5608;6075;5560;3022;1822;1010;56;72;9;0
42983;24485;5009;6193;2919;3486;3961;1165;31;36;15;1
179753;14871;9019;3560;5402;4195;1288;1272;74;82;8;0
56314;17569;6492;7623;5963;3235;1554;802;57;56;15;1
33954;17871;7956;5178;3827;3872;3764;3101;55;68;-1;0
302921;28086;12789;8765;4933;5743;2553;1859;30;35;-1;1
629933;43734;6909;10338;6457;9329;6888;4759;44;40;-1;1
95736;30285;9134;5346;4663;3501;2715;941;38;48;-1;0
311614;48524;18791;9496;10493;6059;5385;1779;70;59;-1;0
215218;27778;7141;4097;2301;1425;842;408;36;74;56;1
33663;25165;3106;5860;5619;4625;2886;1667;87;65;-1;0
323823;38831;13813;6572;7600;4466;4246;1980;15;39;30;0
1063841;122047;32715;31995;32657;38195;6481;2706;58;52;26;1
71565;30269;6837;5768;6190;5531;1742;765;37;43;7;1
682015;87096;86848;120117;167349;171564;16687;4227;30;58;-1;1
947272;264002;83530;37758;24760;31953;12781;4173;37;52;71;1
143993;59264;8125;8271;11145;18026;10373;4467;71;29;-1;0
1251819;172246;59751;28275;22984;15616;14563;4683;25;66;20;1
63450;13428;5347;3342;1628;2156;1548;648;64;67;-1;1
217239;28719;6031;3377;3434;4294;2758;1724;46;55;-1;1
33483;20748;9032;11463;6701;6135;1802;1130;55;54;7;1
89617;30107;8614;9638;3620;3226;2189;1207;39;62;-1;0
388176;122741;26069;10446;9458;13729;10157;3656;55;68;36;1
98201;26318;8176;6526;3330;2466;2007;668;38;63;-1;1
72923;34294;4270;5386;7062;6724;5041;2317;45;26;21;0
1156418;168260;22182;21194;16115;19316;12296;3933;34;42;7;1
293755;28492;8201;6551;3868;3248;1581;1337;44;49;19;1
64488;9294;4206;4005;3763;1810;912;836;36;92;8;0
106767;16968;5453;9101;5611;4451;1728;1000;41;56;28;0
321136;25025;13679;8934;7250;4633;2981;1770;36;96;12;0
1023199;167897;87623;39686;24896;11808;19904;5717;25;74;8;1
1352927;303934;168356;70336;75196;34046;56522;22816;46;46;25;0
310539;39547;9147;6676;4702;10409;4777;2721;56;45;16;0
215450;69589;11697;13702;10584;4529;2837;1673;41;59;6;1
262037;50167;11851;17086;10000;8778;3605;2500;58;66;9;1
441333;40746;10433;9103;5804;8012;5039;4505;37;88;-1;0
1075837;150357;43515;22620;17786;13734;12676;4511;35;69;11;1
85006;35207;12842;20853;7978;6859;6023;3708;58;71;-1;1
75247;21523;4148;5261;6764;3099;4933;2238;67;59;-1;0
291028;57990;15258;13901;3636;5895;2151;1585;60;66;19;1
114722;76540;16257;5371;3825;6595;5898;1920;38;45;-1;1
14220;17877;6350;5369;5441;8994;8940;1826;80;69;15;0
258815;34211;6172;6951;4818;5951;4619;3029;45;65;13;1
553927;87198;45983;20377;25400;13907;5477;3610;24;80;53;1
32461;15923;10281;5375;4683;3836;3167;1391;49;74;5;1
245915;99802;19529;13490;8745;5859;4715;3034;28;51;10;0
1076128;305079;135504;48641;46222;42478;43792;23897;67;68;56;1
752282;61252;27373;32526;17181;11848;6000;2920;42;68;21;1
51142;11744;3348;2273;1310;1940;1091;566;50;40;10;1
21184;13910;7114;7911;4121;4789;4429;2090;55;66;-1;1
157750;24686;7509;2091;2105;1844;864;509;39;68;19;1
188774;17505;8675;4786;3550;2822;1291;587;46;55;6;1
1107589;430263;46837;112410;131097;85107;46651;21188;59;61;44;1
575989;112221;29583;27257;21800;10032;6884;7581;39;64;8;1
101436;37183;6628;6105;8373;9918;7041;2359;69;64;-1;0
74476;11659;5426;6890;10201;3588;3524;951;57;69;-1;1
34631;12694;3596;12256;3298;3539;1940;815;54;81;-1;0
56764;30334;4007;4513;6606;7695;6545;3681;67;48;15;0
496981;195593;24925;12095;12708;4738;4220;2701;29;24;-1;1
194454;67198;13493;8251;8223;4975;3010;1568;62;66;23;1
25517;75135;6789;17339;10228;6781;3206;3402;69;50;14;1
87086;20529;12571;7046;8398;5995;2980;1354;51;64;11;1
333893;101779;12603;7978;5190;5632;6353;3279;43;26;35;0
311840;42365;11727;10020;8991;8848;6667;3026;80;67;16;0
158023;45675;5989;8188;5638;6249;3388;2245;67;63;26;1
248922;35092;11298;12145;5452;7480;4110;2527;55;76;-1;1
195563;61256;17249;13579;8708;5400;3792;1361;31;70;8;0
835038;92894;48791;14847;26094;19126;6004;2716;61;56;82;1
1105564;167392;46680;57341;27410;24744;18402;8726;28;69;10;1
246239;54193;8349;8329;7287;4016;2646;1226;39;51;11;0
110773;37584;21411;16909;18522;7064;3147;1728;40;73;-1;1
195512;33261;5388;9390;5642;6532;3841;2776;62;64;7;0
32330;14817;5299;9110;2585;1718;983;472;44;67;-1;0
366795;91283;13998;13258;11537;10907;12409;6284;50;49;-1;0
449948;74550;15346;19076;13632;9540;7551;7869;30;52;9;1
100552;23688;7662;5255;4966;5601;7429;1880;53;23;-1;0
74244;33990;5355;4626;2143;2810;1836;819;45;33;8;1
95779;25412;4423;5737;7301;5040;2925;1180;38;44;5;0
683446;88332;39424;36092;15451;12110;3107;1324;41;83;56;1
16777;4307;3242;8682;3524;2026;1625;804;83;90;20;1
367176;64942;32031;29592;17603;9353;15235;3712;37;66;5;1
69511;40038;10225;7264;4506;4302;2212;1569;60;62;19;1
139438;82324;17075;13249;16211;6783;3805;2358;60;45;22;1
43981;27481;9774;2774;3774;3379;2539;1125;45;59;16;1
216508;132685;21173;11015;8619;4962;3204;1198;65;37;38;0
476575;53194;10942;8003;4223;2749;2169;1326;23;58;-1;0
635368;71093;16590;5389;7900;5747;3010;1823;37;50;-1;1
1084541;229244;56364;28159;43381;40895;9403;3034;29;67;7;0
458316;61344;12613;14434;10777;7948;4299;3117;54;60;6;1
147351;37152;4245;4593;3718;5024;1818;1079;44;12;-1;1
60232;23198;4768;3998;3759;2731;2623;850;53;39;17;0
13902;31999;7567;19034;10425;10945;7534;3577;88;63;-1;0
473468;69765;19754;10324;12882;9235;5658;1334;27;55;8;1
65381;9990;3085;8249;4896;4521;1979;1069;57;87;-1;1
82300;15392;9650;4537;5225;3659;2509;1590;61;64;6;1
212477;82978;13026;8454;6918;5932;3501;1019;44;30;-1;0
602091;40989;20874;17408;9472;5232;8324;3913;33;81;7;0
1343063;181007;29596;24476;20826;11364;7719;3531;34;70;-1;1
27503;24496;5735;7024;6408;4266;2024;1570;71;45;-1;1
852472;35395;12134;16578;23686;11976;9119;2824;47;63;-1;1
21867;18308;8453;3077;4452;6266;4159;1339;89;76;-1;0
65263;39383;2037;8454;3895;2904;774;664;56;33;-1;1
201993;39488;12790;15861;4737;4237;4425;1235;34;72;8;0
44400;22631;11622;4611;3400;2653;1867;810;36;63;-1;0
191193;122868;27946;14933;15661;15924;10213;5479;6;6;28;0
54121;27422;2114;6049;4815;4997;2947;2193;61;34;14;0
9924;12903;5087;6116;6030;6060;2911;1793;93;61;-1;0
43672;15611;5602;5981;5505;3229;2981;1697;47;84;-1;0
563453;29581;6195;5547;4175;4211;3170;2015;56;31;-1;0
17485;10363;6268;5996;5081;3161;1651;810;65;79;-1;0
687737;143307;9090;12927;10965;5492;2883;1246;27;41;-1;1
623681;90953;5090;6291;5677;5144;3475;1574;39;14;13;1
252899;118947;10678;24570;8231;9245;5568;1755;45;53;17;0
21138;16545;6424;10323;3706;3857;1454;1150;59;82;-1;1
851616;154912;45655;23942;16970;17699;19916;7002;8;62;35;1
1008325;628151;55535;85166;41250;24957;34834;14821;20;49;14;1
383251;145213;54558;32243;15549;14093;8691;7393;45;56;-1;0
460420;46515;19208;9301;9205;8182;6362;2074;73;91;15;0
575754;40565;5850;12196;10758;6007;9430;4181;66;37;9;0
311167;50148;10168;10867;7671;6899;12043;5128;49;65;15;0
432981;86171;13906;15422;6827;10392;3051;1297;29;67;34;1
141381;19037;4664;10952;4115;5968;3610;1836;55;43;12;0
550940;72686;19987;13381;10951;11908;11236;4507;34;37;10;0
255274;75165;14951;9137;14684;13229;9151;4225;73;53;8;1
291075;76622;32757;12643;6890;8584;6537;2185;38;71;21;0
343299;51651;25272;7556;12468;9795;7327;4630;57;55;13;0
69563;31481;5934;5491;5520;4095;5038;1067;47;49;17;1
361094;45001;7640;5284;7000;3588;1484;1224;42;53;36;0
1293671;178427;47010;27137;17955;24911;5948;2889;55;49;86;1
100039;17705;7414;4786;4479;3905;4429;2845;80;77;-1;0
93024;28014;8199;5189;6252;3234;1230;1107;37;53;11;0
672139;142494;61707;27083;18833;10952;5564;1864;30;45;32;1
208038;74853;9793;4469;7653;6863;7323;2237;54;53;10;1
1017701;70588;19926;11842;7347;6332;4644;1479;49;65;55;1
630227;56919;13140;11584;5286;7224;1662;1565;47;38;32;1
762513;66395;25930;18462;12002;11283;9934;3397;46;57;-1;1
225257;109284;18381;17177;16760;9492;8495;6058;15;45;13;0
804343;137171;17038;18840;10578;8187;3775;3104;32;74;33;1
133293;31771;6736;10662;6045;3819;2874;1609;72;72;-1;0
149982;28029;10622;4715;5693;3253;2447;1129;50;77;9;1
324076;110148;6209;6678;5236;7341;4024;2464;30;38;-1;1
197302;25703;3416;4955;6840;3225;2142;1282;69;50;8;1
371365;117653;24499;31468;16759;6425;3852;1908;24;54;11;1
1062896;49231;20026;13318;6198;4735;1759;867;23;59;24;1
143778;95310;12955;14340;12449;6087;7348;3336;39;74;-1;1
68950;36948;5634;4129;6475;2927;1893;1070;51;33;12;1
47687;20469;10077;12349;8397;4435;3775;1467;62;64;5;1
74669;16042;7041;8292;3706;3067;3252;2036;60;75;7;1
277137;83769;25928;11160;11985;4451;3151;1284;48;66;30;1
258814;86231;11913;7889;7288;10644;9737;2866;53;19;-1;0
82859;11413;13372;6833;7967;4502;3054;1589;50;73;-1;0
36583;43745;6625;7145;8490;5124;6130;2258;56;34;-1;0
132221;50579;12437;13612;18553;8564;3289;1573;70;49;-1;1
171582;48349;10092;10291;13112;6634;2808;1501;55;44;14;1
389071;79470;14677;11134;16458;7725;3695;2079;52;71;37;1
520620;59219;16721;18473;9434;13189;11635;5037;50;54;19;1
125768;38780;12555;8615;10448;7967;9773;3571;42;51;-1;0
1055188;185999;82179;53553;28597;14967;7047;3544;24;63;-1;1
57770;22705;5704;6223;1901;2743;3470;1066;29;43;15;1
24160;35089;12421;9093;7500;9098;5626;3455;42;41;-1;1
